variant,signal,available,sample_count,finite,note
R2-E2,IL_sense1,1,270001,1,logged
R2-E2,IL_sense2,1,270001,1,logged
R2-E2,IL_sense3,1,270001,1,logged
R2-E2,IL_sense4,1,270001,1,logged
R2-E2,REQ1,1,547395,1,logged
R2-E2,REQ2,1,547395,1,logged
R2-E2,REQ3,1,547395,1,logged
R2-E2,REQ4,1,547395,1,logged
R2-E2,REQ_accept1,1,547395,1,logged
R2-E2,REQ_accept2,1,547395,1,logged
R2-E2,REQ_accept3,1,547395,1,logged
R2-E2,REQ_accept4,1,547395,1,logged
R2-E2,REQ_reject_reason,1,547395,1,logged
R2-E2,QH1,1,547395,1,logged
R2-E2,QH2,1,547395,1,logged
R2-E2,QH3,1,547395,1,logged
R2-E2,QH4,1,547395,1,logged
R2-E2,QL1,1,547395,1,logged
R2-E2,QL2,1,547395,1,logged
R2-E2,QL3,1,547395,1,logged
R2-E2,QL4,1,547395,1,logged
R2-E2,phase_idx,1,547395,1,logged
R2-E2,active_HS_phase,1,547395,1,logged
R2-E2,Ton_nom,1,1,1,logged
R2-E2,Ton_cmd1,1,108001,1,logged
R2-E2,Ton_cmd2,1,108001,1,logged
R2-E2,Ton_cmd3,1,108001,1,logged
R2-E2,Ton_cmd4,1,108001,1,logged
R2-E2,Ton_actual1,1,13501,1,logged
R2-E2,Ton_actual2,1,13501,1,logged
R2-E2,Ton_actual3,1,13501,1,logged
R2-E2,Ton_actual4,1,13501,1,logged
R2-E2,Ton_ramp_state,1,108001,1,logged
R2-E2,Ton_ramp_limit_i,1,432004,1,logged
R2-E2,Ton_trunc_i,1,2189580,1,logged
R2-E2,Ton_saved_i,1,2189580,1,logged
R2-E2,area_int_i,1,13501,1,logged
R2-E2,area_int_soft_preload_state,1,108001,1,logged
R2-E2,area_int_restore_state,1,108001,1,logged
R2-E2,a_O_state,1,1,1,logged
R2-E2,severe_drop_detected,1,13501,1,logged
R2-E2,pulse_inhibit_state,1,547395,1,logged
R2-E2,area_hold_state,1,13501,1,logged
R2-E2,reentry_state,1,13501,1,logged
R2-E2,controlled_reentry_active,1,108001,1,logged
R2-E2,energy_budget_state,1,108001,1,logged
R2-E2,scheduler_release_state,1,108001,1,logged
R2-E2,voltage_window_release_state,1,108001,1,logged
R2-E2,fallback_state,1,1,1,logged
R2-E2,current_limit_hit,1,13501,1,logged
R2-E2,phase_order_error,1,13501,1,logged
R2-E2,burst_pulse_count_after_reentry,1,1,1,logged
R2-E2,scheduler_release_gate_active,1,1,1,logged
R2-E2,reentry_energy_budget_used,1,108001,1,logged
R2-E2,reentry_energy_budget_remaining,1,108001,1,logged
R2-E2,reentry_energy_budget_violation,1,108001,1,logged
R2-E3,Vout,1,270001,1,logged
R2-E3,Iload,1,541742,1,logged
R2-E3,IL1,1,270001,1,logged
R2-E3,IL2,1,270001,1,logged
R2-E3,IL3,1,270001,1,logged
R2-E3,IL4,1,270001,1,logged
R2-E3,IL_sense1,1,270001,1,logged
R2-E3,IL_sense2,1,270001,1,logged
R2-E3,IL_sense3,1,270001,1,logged
R2-E3,IL_sense4,1,270001,1,logged
R2-E3,REQ1,1,541742,1,logged
R2-E3,REQ2,1,541742,1,logged
R2-E3,REQ3,1,541742,1,logged
R2-E3,REQ4,1,541742,1,logged
R2-E3,REQ_accept1,1,541742,1,logged
R2-E3,REQ_accept2,1,541742,1,logged
R2-E3,REQ_accept3,1,541742,1,logged
R2-E3,REQ_accept4,1,541742,1,logged
R2-E3,REQ_reject_reason,1,541742,1,logged
R2-E3,QH1,1,541742,1,logged
R2-E3,QH2,1,541742,1,logged
R2-E3,QH3,1,541742,1,logged
R2-E3,QH4,1,541742,1,logged
R2-E3,QL1,1,541742,1,logged
R2-E3,QL2,1,541742,1,logged
R2-E3,QL3,1,541742,1,logged
R2-E3,QL4,1,541742,1,logged
R2-E3,phase_idx,1,541742,1,logged
R2-E3,active_HS_phase,1,541742,1,logged
R2-E3,Ton_nom,1,1,1,logged
R2-E3,Ton_cmd1,1,108001,1,logged
R2-E3,Ton_cmd2,1,108001,1,logged
R2-E3,Ton_cmd3,1,108001,1,logged
R2-E3,Ton_cmd4,1,108001,1,logged
R2-E3,Ton_actual1,1,13501,1,logged
R2-E3,Ton_actual2,1,13501,1,logged
R2-E3,Ton_actual3,1,13501,1,logged
R2-E3,Ton_actual4,1,13501,1,logged
R2-E3,Ton_ramp_state,1,108001,1,logged
R2-E3,Ton_ramp_limit_i,1,432004,1,logged
R2-E3,Ton_trunc_i,1,2166968,1,logged
R2-E3,Ton_saved_i,1,2166968,1,logged
R2-E3,area_int_i,1,13501,1,logged
R2-E3,area_int_soft_preload_state,1,108001,1,logged
R2-E3,area_int_restore_state,1,108001,1,logged
R2-E3,a_O_state,1,1,1,logged
R2-E3,severe_drop_detected,1,13501,1,logged
R2-E3,pulse_inhibit_state,1,541742,1,logged
R2-E3,area_hold_state,1,13501,1,logged
R2-E3,reentry_state,1,13501,1,logged
R2-E3,controlled_reentry_active,1,108001,1,logged
R2-E3,energy_budget_state,1,108001,1,logged
R2-E3,scheduler_release_state,1,108001,1,logged
R2-E3,voltage_window_release_state,1,108001,1,logged
R2-E3,fallback_state,1,1,1,logged
R2-E3,current_limit_hit,1,13501,1,logged
R2-E3,phase_order_error,1,13501,1,logged
R2-E3,burst_pulse_count_after_reentry,1,1,1,logged
R2-E3,scheduler_release_gate_active,1,432004,1,logged
R2-E3,reentry_energy_budget_used,1,108001,1,logged
R2-E3,reentry_energy_budget_remaining,1,108001,1,logged
R2-E3,reentry_energy_budget_violation,1,108001,1,logged
R2-E4,Vout,1,270001,1,logged
R2-E4,Iload,1,541742,1,logged
R2-E4,IL1,1,270001,1,logged
R2-E4,IL2,1,270001,1,logged
R2-E4,IL3,1,270001,1,logged
R2-E4,IL4,1,270001,1,logged
R2-E4,IL_sense1,1,270001,1,logged
R2-E4,IL_sense2,1,270001,1,logged
R2-E4,IL_sense3,1,270001,1,logged
R2-E4,IL_sense4,1,270001,1,logged
R2-E4,REQ1,1,541742,1,logged
R2-E4,REQ2,1,541742,1,logged
R2-E4,REQ3,1,541742,1,logged
R2-E4,REQ4,1,541742,1,logged
R2-E4,REQ_accept1,1,541742,1,logged
R2-E4,REQ_accept2,1,541742,1,logged
R2-E4,REQ_accept3,1,541742,1,logged
R2-E4,REQ_accept4,1,541742,1,logged
R2-E4,REQ_reject_reason,1,541742,1,logged
R2-E4,QH1,1,541742,1,logged
R2-E4,QH2,1,541742,1,logged
R2-E4,QH3,1,541742,1,logged
R2-E4,QH4,1,541742,1,logged
R2-E4,QL1,1,541742,1,logged
R2-E4,QL2,1,541742,1,logged
R2-E4,QL3,1,541742,1,logged
R2-E4,QL4,1,541742,1,logged
R2-E4,phase_idx,1,541742,1,logged
R2-E4,active_HS_phase,1,541742,1,logged
R2-E4,Ton_nom,1,1,1,logged
R2-E4,Ton_cmd1,1,108001,1,logged
R2-E4,Ton_cmd2,1,108001,1,logged
R2-E4,Ton_cmd3,1,108001,1,logged
R2-E4,Ton_cmd4,1,108001,1,logged
R2-E4,Ton_actual1,1,13501,1,logged
R2-E4,Ton_actual2,1,13501,1,logged
R2-E4,Ton_actual3,1,13501,1,logged
R2-E4,Ton_actual4,1,13501,1,logged
R2-E4,Ton_ramp_state,1,108001,1,logged
R2-E4,Ton_ramp_limit_i,1,432004,1,logged
R2-E4,Ton_trunc_i,1,2166968,1,logged
R2-E4,Ton_saved_i,1,2166968,1,logged
R2-E4,area_int_i,1,13501,1,logged
R2-E4,area_int_soft_preload_state,1,108001,1,logged
R2-E4,area_int_restore_state,1,108001,1,logged
R2-E4,a_O_state,1,1,1,logged
R2-E4,severe_drop_detected,1,13501,1,logged
R2-E4,pulse_inhibit_state,1,541742,1,logged
R2-E4,area_hold_state,1,13501,1,logged
R2-E4,reentry_state,1,13501,1,logged
R2-E4,controlled_reentry_active,1,108001,1,logged
R2-E4,energy_budget_state,1,108001,1,logged
R2-E4,scheduler_release_state,1,108001,1,logged
R2-E4,voltage_window_release_state,1,108001,1,logged
R2-E4,fallback_state,1,1,1,logged
R2-E4,current_limit_hit,1,13501,1,logged
R2-E4,phase_order_error,1,13501,1,logged
R2-E4,burst_pulse_count_after_reentry,1,1,1,logged
R2-E4,scheduler_release_gate_active,1,432004,1,logged
R2-E4,reentry_energy_budget_used,1,108001,1,logged
R2-E4,reentry_energy_budget_remaining,1,108001,1,logged
R2-E4,reentry_energy_budget_violation,1,108001,1,logged
