block_path,block_type,mask_type,parameter,value,value_class
"four_phase_ideal_digital_iqcot/IL_Measurement4/i",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/ADC_Double1",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/ADC_Double2",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/ADC_Double3",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/ADC_Double4",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/ADC_to_A1",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/ADC_to_A2",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/ADC_to_A3",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/ADC_to_A4",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Abs1",Abs,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Abs2",Abs,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Abs3",Abs,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Abs4",Abs,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/IL_sample1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/IL_sample2",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/IL_sample3",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/IL_sample4",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ierr1",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ierr2",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ierr3",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ierr4",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Iref_Phase",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Kiqcot1",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Kiqcot2",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Kiqcot3",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Kiqcot4",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Base",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Limit1",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Limit2",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Limit3",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Limit4",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Sum1",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Sum2",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Sum3",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_Sum4",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_iqcot1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_iqcot2",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_iqcot3",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IQCOT_Ton_Adapter/Ton_iqcot4",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/IdealIQCOT_Enable_Constant",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/A_init",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/A_iqcot",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/A_lower",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/A_upper",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL1_ZOH",ZeroOrderHold,,SampleTime,"Ts_ctrl",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL1_double",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL2",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL2_ZOH",ZeroOrderHold,,SampleTime,"Ts_ctrl",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL2_double",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL3",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL3_ZOH",ZeroOrderHold,,SampleTime,"Ts_ctrl",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL3_double",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL4",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL4_ZOH",ZeroOrderHold,,SampleTime,"Ts_ctrl",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL4_double",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IL_sel",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/A_init_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/A_iqcot",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/A_lower_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/A_upper_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/IL1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/IL2",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/IL3",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/IL4",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/IL_sel",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/Kvc_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/Lambda0_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/Lambda_i",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/Lambda_m2_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/REQ_iqcot",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/Ri_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/Ts_ctrl_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/Vc_bias_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/e_v",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/enable",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/h_iqcot",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/kappa_cmd_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/phase_idx",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/rho_cmd_in",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/tr_reset",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/IQCOT_Event_Core/vc_ctrl",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Kvc_iqcot",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Lambda0_iqcot",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Lambda_i",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Lambda_m2",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/REQ_iqcot",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Ri_iqcot",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Ts_ctrl",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/Vc_bias_iqcot",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/e_v",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/e_v_ZOH",ZeroOrderHold,,SampleTime,"Ts_ctrl",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/e_v_double",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/enable",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/enable_ZOH",ZeroOrderHold,,SampleTime,"Ts_ctrl",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/enable_double",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/h_iqcot",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/kappa_cmd",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/phase_idx",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/phase_idx_ZOH",ZeroOrderHold,,SampleTime,"Ts_ctrl",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/phase_idx_double",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/rho_cmd",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/tr_reset",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/tr_reset_ZOH",ZeroOrderHold,,SampleTime,"Ts_ctrl",variable_or_expression
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/tr_reset_double",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Ideal_Digital_IQCOT_Request/vc_ctrl",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Logical
Operator",Logic,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Logical
Operator1",Logic,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Logical
Operator2",Logic,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Logical
Operator3",Logic,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Logical
Operator4",Logic,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Add",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/D",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/Gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/Saturation",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/eee",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/iSwitch",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/Model/vf",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/a",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/k",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Diode/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/1",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/2",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/1//Rsw",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/Data Type Conversion",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Ideal Switch/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/S",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/Selector",Selector,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Add",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/D",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/Gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/Saturation",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/eee",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/iSwitch",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/Model/vf",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/a",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/k",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Diode/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/1",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/2",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/1//Rsw",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/Data Type Conversion",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Ideal Switch/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/S",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/Selector",Selector,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet1/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Add",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/D",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/Gain",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/Saturation",Saturate,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/Sum",Sum,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/eee",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/gate",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/iSwitch",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/status",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/Model/vf",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/a",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/k",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Diode/m",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/1",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/2",PMIOPort,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/0 1",Constant,,SampleTime,"inf",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/1//Rsw",Gain,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/Data Type Conversion",DataTypeConversion,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/Measurement list/In1",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/Measurement list/Out1",Outport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/Switch",Switch,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/Uswitch",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/g",Inport,,SampleTime,"-1",numeric_literal
"four_phase_ideal_digital_iqcot/Mosfet2/Ideal Switch/Model/gate",Outport,,SampleTime,"-1",numeric_literal
