event_index,event_time,phase_idx,A_before_tr,Lambda_i,A_minus_Lambda,h_mean_since_last_event,period
215.0,0.000112206000000001,1.0,3.14844806058822e-10,3e-10,1.484480605882202e-11,0.0010184655815441517,4.819999999999998e-07
216.0,0.00011276,2.0,3.1715954309309e-10,3e-10,1.7159543093089998e-11,0.000859959057183529,5.539999999989921e-07
217.0,0.000113242,3.0,3.4119986037551e-10,3e-10,4.119986037550998e-11,0.0010814914912325396,4.819999999999998e-07
218.0,0.000113724,0.0,3.17829838958589e-10,3e-10,1.7829838958589008e-11,0.001019990696355246,4.819999999999998e-07
219.0,0.00011424,1.0,3.1611091228957e-10,3e-10,1.611091228957e-11,0.0009183610484446465,5.160000000000066e-07
220.0,0.00011476,2.0,3.36968575107382e-10,3e-10,3.696857510738199e-11,0.0009718968929716164,5.200000000000018e-07
221.0,0.000115242000000001,3.0,3.42774210049958e-10,3e-10,4.2774210049958024e-11,0.0010845660350024995,4.820000000009891e-07
222.0,0.000115724000000001,0.0,3.25149439561009e-10,3e-10,2.5149439561008992e-11,0.0010182805740173427,4.819999999999998e-07
223.0,0.00011624,1.0,3.35341869013178e-10,3e-10,3.5341869013177986e-11,0.0009720726509764374,5.159999999990037e-07
224.0,0.00011676,2.0,3.20044883272604e-10,3e-10,2.004488327260401e-11,0.0009452241717920141,5.200000000000018e-07
225.0,0.000117242,3.0,3.17923003345648e-10,3e-10,1.7923003345648e-11,0.0010212459163256996,4.819999999999998e-07
226.0,0.00011776,0.0,3.32547226076908e-10,3e-10,3.254722607690799e-11,0.000943199348740321,5.179999999999974e-07
227.0,0.000118242,1.0,3.24084347155531e-10,3e-10,2.4084347155530988e-11,0.001039452731652091,4.819999999999998e-07
228.0,0.0001188,2.0,3.38813399216175e-10,3e-10,3.8813399216175017e-11,0.0008911585771607742,5.580000000000038e-07
229.0,0.000119282000000001,3.0,3.73967987245247e-10,3e-10,7.396798724524702e-11,0.001149042252038466,4.820000000010027e-07
230.0,0.000119764,0.0,3.59549503864412e-10,3e-10,5.954950386441201e-11,0.00109912842572009,4.819999999989969e-07
231.0,0.000120246,1.0,3.25851363449846e-10,3e-10,2.5851363449846006e-11,0.0010587467022957792,4.819999999999998e-07
232.0,0.0001208,2.0,3.32046516478092e-10,3e-10,3.2046516478091977e-11,0.0008800129112813222,5.53999999999995e-07
233.0,0.000121282000000001,3.0,3.68018170317213e-10,3e-10,6.801817031721302e-11,0.0011155571004298878,4.820000000010027e-07
234.0,0.000121764000000001,0.0,3.5400951416222e-10,3e-10,5.400951416222001e-11,0.0011210711038911626,4.819999999999998e-07
235.0,0.000122246000000002,1.0,3.26542763244404e-10,3e-10,2.6542763244404023e-11,0.0010534519357969891,4.820000000009891e-07
236.0,0.00012276,2.0,3.03471997826831e-10,3e-10,3.4719978268309975e-12,0.0009065632082042921,5.1399999999801e-07
237.0,0.00012328,3.0,3.18709249291538e-10,3e-10,1.8709249291538003e-11,0.0009281308988144442,5.200000000000018e-07
238.0,0.000123762000000002,0.0,3.34223478443362e-10,3e-10,3.4223478443362e-11,0.0010553495478440216,4.820000000020056e-07
239.0,0.000124244000000002,1.0,3.1225520457398e-10,3e-10,1.2255204573980022e-11,0.0009974549650754389,4.819999999999998e-07
240.0,0.0001248,2.0,3.44029778141653e-10,3e-10,4.402977814165299e-11,0.000893784659725908,5.559999999979936e-07
241.0,0.000125282000000002,3.0,3.86138746313913e-10,3e-10,8.613874631391299e-11,0.0011782715980159517,4.820000000020056e-07
242.0,0.000125764000000002,0.0,3.785894721582e-10,3e-10,7.858947215819999e-11,0.001147640037250454,4.819999999999998e-07
243.0,0.000126246000000002,1.0,3.62945047581695e-10,3e-10,6.294504758169498e-11,0.001115279994645154,4.819999999999998e-07
244.0,0.000126728000000002,2.0,3.19338124093762e-10,3e-10,1.9338124093761993e-11,0.0010414538366862404,4.819999999999998e-07
245.0,0.00012724,3.0,3.12068705454826e-10,3e-10,1.2068705454825995e-11,0.000924217544190264,5.119999999980056e-07
246.0,0.00012776,0.0,3.10397827563801e-10,3e-10,1.0397827563800984e-11,0.0009118640921415672,5.200000000000018e-07
247.0,0.000128242000000002,1.0,3.23876039776637e-10,3e-10,2.3876039776637002e-11,0.0010433435851112027,4.820000000019785e-07
248.0,0.00012876,2.0,3.27929753598622e-10,3e-10,2.7929753598622008e-11,0.0009448662238533223,5.179999999980187e-07
249.0,0.000129242000000002,3.0,3.24329179344099e-10,3e-10,2.4329179344098998e-11,0.0010443606363977407,4.820000000020056e-07
250.0,0.000129724000000002,0.0,3.0065592228471e-10,3e-10,6.559222847100212e-13,0.000977887305323722,4.819999999999998e-07
251.0,0.00013024,1.0,3.06287055803135e-10,3e-10,6.287055803134987e-12,0.0009039707008227016,5.159999999979873e-07
252.0,0.00013076,2.0,3.22577165641018e-10,3e-10,2.2577165641018006e-11,0.0009377605924470707,5.200000000000018e-07
253.0,0.000131242000000002,3.0,3.31696843644538e-10,3e-10,3.169684364453802e-11,0.0010603753125234163,4.820000000020056e-07
254.0,0.000131724000000002,0.0,3.14219756556027e-10,3e-10,1.4219756556027e-11,0.0010073142490451003,4.819999999999998e-07
255.0,0.00013224,1.0,3.27766893781377e-10,3e-10,2.776689378137702e-11,0.000942984524133729,5.159999999979873e-07
256.0,0.00013276,2.0,3.07213797895637e-10,3e-10,7.213797895637002e-12,0.0009120815333670214,5.200000000000018e-07
257.0,0.000133242000000002,3.0,3.44356015893312e-10,3e-10,4.435601589331202e-11,0.001079673150042585,4.820000000020056e-07
258.0,0.000133724000000002,0.0,3.28648407651935e-10,3e-10,2.8648407651935024e-11,0.0010470811481857773,4.819999999999998e-07
259.0,0.000134206000000002,1.0,3.03567740824702e-10,3e-10,3.5677408247019993e-12,0.001003270842048795,4.819999999999998e-07
260.0,0.0001348,2.0,3.08707124369677e-10,3e-10,8.707124369676976e-12,0.0007606223373157112,5.939999999979957e-07
261.0,0.000135282000000002,3.0,4.40987193798431e-10,3e-10,1.40987193798431e-10,0.0012847670487910973,4.820000000020056e-07
262.0,0.000136246000000002,1.0,4.51196278342391e-10,3e-10,1.5119627834239098e-10,0.0013187167992951283,9.639999999999996e-07
263.0,0.000136728000000002,2.0,3.79461736864019e-10,3e-10,7.946173686401902e-11,0.0011811802450832085,4.819999999999998e-07
264.0,0.000137210000000002,3.0,3.79339546108106e-10,3e-10,7.933954610810598e-11,0.0011642083976648378,4.819999999999998e-07
265.0,0.000137692000000002,0.0,3.49984891974224e-10,3e-10,4.998489197422399e-11,0.0011028041926346415,4.819999999999998e-07
266.0,0.0001382,1.0,3.12261519189358e-10,3e-10,1.2261519189358001e-11,0.0009423608213749389,5.079999999979968e-07
267.0,0.0001388,2.0,3.44938210528454e-10,3e-10,4.493821052845399e-11,0.0008142578350069895,6.000000000000146e-07
268.0,0.000139282000000002,3.0,4.80824742455813e-10,3e-10,1.8082474245581303e-10,0.0013974267588981256,4.820000000019785e-07
269.0,0.000139764000000002,0.0,4.97355684583133e-10,3e-10,1.9735568458313296e-10,0.0014264494537092765,4.819999999999998e-07
270.0,0.000140246000000002,1.0,4.79524646748799e-10,3e-10,1.7952464674879902e-10,0.001383465341603761,4.819999999999998e-07
271.0,0.000140728000000002,2.0,4.47396410469424e-10,3e-10,1.4739641046942403e-10,0.0013224328832824091,4.819999999999998e-07
272.0,0.000141210000000002,3.0,4.33325250778343e-10,3e-10,1.3332525077834302e-10,0.001290179286270656,4.819999999999998e-07
273.0,0.000141692000000002,0.0,4.09366530431444e-10,3e-10,1.0936653043144402e-10,0.0012325840345258072,4.819999999999998e-07
274.0,0.000142174000000002,1.0,3.55055262493917e-10,3e-10,5.505526249391702e-11,0.001134751312699066,4.819999999999998e-07
275.0,0.00014268,2.0,3.22403836006242e-10,3e-10,2.240383600624202e-11,0.0009625749098122369,5.059999999980195e-07
276.0,0.00014324,3.0,3.22333144891604e-10,3e-10,2.2333144891603992e-11,0.0008509115291223464,5.599999999999811e-07
277.0,0.000143722000000002,0.0,3.80454517817303e-10,3e-10,8.0454517817303e-11,0.001168929652213159,4.820000000020056e-07
278.0,0.000144204000000002,1.0,3.55135914976069e-10,3e-10,5.513591497606902e-11,0.0011142535928591632,4.819999999999998e-07
279.0,0.000144686000000002,2.0,3.15067169131604e-10,3e-10,1.5067169131604016e-11,0.0010234517264734384,4.819999999999998e-07
280.0,0.0001452,3.0,3.23120044317388e-10,3e-10,2.312004431738798e-11,0.0009465164750897575,5.1399999999801e-07
281.0,0.00014572,0.0,3.28517678789992e-10,3e-10,2.8517678789992006e-11,0.0009580862719288291,5.200000000000018e-07
282.0,0.000146202000000002,1.0,3.34394604254202e-10,3e-10,3.439460425420198e-11,0.0010700153934459311,4.820000000020056e-07
283.0,0.000146684000000002,2.0,3.01262772105607e-10,3e-10,1.2627721056070033e-12,0.0009879315292995801,4.819999999999998e-07
284.0,0.0001472,3.0,3.14332614844076e-10,3e-10,1.4332614844075997e-11,0.0009192922479122763,5.159999999979873e-07
285.0,0.00014772,0.0,3.34025981768321e-10,3e-10,3.4025981768320984e-11,0.0009638978090085547,5.200000000000018e-07
286.0,0.000148202000000002,1.0,3.41509496383592e-10,3e-10,4.1509496383591994e-11,0.0010677511251607568,4.820000000020056e-07
287.0,0.000148684000000002,2.0,3.15638173397562e-10,3e-10,1.5638173397561985e-11,0.0010157328422351626,4.819999999999998e-07
288.0,0.0001492,3.0,3.3582819857643e-10,3e-10,3.582819857642999e-11,0.0009626156334833322,5.159999999979873e-07
289.0,0.00014972,0.0,3.18270946190044e-10,3e-10,1.8270946190044017e-11,0.0009209764041203176,5.200000000000018e-07
290.0,0.000150202000000002,1.0,3.20089657941828e-10,3e-10,2.0089657941827982e-11,0.0010215476854731264,4.820000000020056e-07
291.0,0.000151202,3.0,3.26736052016017e-10,3e-10,2.673605201601698e-11,0.0009835196265930246,9.999999999979914e-07
292.0,0.00015176,0.0,3.40262579426688e-10,3e-10,4.026257942668798e-11,0.0008841616619988108,5.580000000000038e-07
293.0,0.000152242000000002,1.0,4.13346752263099e-10,3e-10,1.1334675226309902e-10,0.0012305153545384597,4.820000000020056e-07
294.0,0.000152724000000002,2.0,4.02557352482937e-10,3e-10,1.0255735248293702e-10,0.0012080042585246717,4.819999999999998e-07
295.0,0.000153206000000002,3.0,3.57628259214013e-10,3e-10,5.7628259214013023e-11,0.0011217976696329712,4.819999999999998e-07
296.0,0.00015372,0.0,3.30357965290752e-10,3e-10,3.035796529075199e-11,0.0009673377256431474,5.1399999999801e-07
297.0,0.000154202000000002,1.0,3.38414971996837e-10,3e-10,3.841497199683699e-11,0.0010711232506793052,4.820000000019785e-07
298.0,0.000154684000000002,2.0,3.02862193980742e-10,3e-10,2.862193980741985e-12,0.0009891129987852408,4.819999999999998e-07
299.0,0.00015524,3.0,3.22684879071153e-10,3e-10,2.268487907115299e-11,0.0008508294572294173,5.559999999980208e-07
300.0,0.000155722000000002,0.0,3.31199853024496e-10,3e-10,3.1199853024496015e-11,0.0010673344806889427,4.820000000019785e-07
301.0,0.000156204000000002,1.0,3.45702262928602e-10,3e-10,4.5702262928601985e-11,0.001080869021404768,4.819999999999998e-07
302.0,0.000156686000000002,2.0,3.18227773217119e-10,3e-10,1.8227773217119012e-11,0.0010266526538228388,4.819999999999998e-07
303.0,0.0001572,3.0,3.04949989780255e-10,3e-10,4.949989780254999e-12,0.0009001740610642059,5.1399999999801e-07
304.0,0.00015776,0.0,3.2913432447972e-10,3e-10,2.9134324479720006e-11,0.0008630102910134674,5.600000000000082e-07
305.0,0.000158242000000002,1.0,4.28820572066624e-10,3e-10,1.28820572066624e-10,0.001272798795709407,4.820000000020056e-07
306.0,0.000158724000000002,2.0,4.30198387186171e-10,3e-10,1.3019838718617101e-10,0.001272471428943027,4.819999999999998e-07
307.0,0.000159206000000002,3.0,4.09231939346494e-10,3e-10,1.0923193934649402e-10,0.0012361666533813476,4.819999999999998e-07
308.0,0.000159688000000002,0.0,3.59622427192741e-10,3e-10,5.962242719274103e-11,0.0011228053039084936,4.819999999999998e-07
309.0,0.000160170000000002,1.0,3.47061597377895e-10,3e-10,4.706159737789498e-11,0.001104466982800177,4.819999999999998e-07
310.0,0.000160652000000002,2.0,3.09946153959323e-10,3e-10,9.946153959323023e-12,0.0010252311160798629,4.819999999999998e-07
311.0,0.0001612,3.0,3.25661329816684e-10,3e-10,2.5661329816683978e-11,0.0008771599532525345,5.479999999979761e-07
312.0,0.00016172,0.0,3.28436217308206e-10,3e-10,2.8436217308205985e-11,0.0009625895496605946,5.200000000000018e-07
313.0,0.000162202000000002,1.0,3.64747182751862e-10,3e-10,6.474718275186199e-11,0.0011360699429482596,4.820000000020056e-07
314.0,0.000162684000000002,2.0,3.53560631281292e-10,3e-10,5.3560631281292e-11,0.0011057430379774304,4.819999999999998e-07
315.0,0.000163166000000002,3.0,3.23103708944051e-10,3e-10,2.3103708944050995e-11,0.0010400002971659834,4.819999999999998e-07
316.0,0.00016372,0.0,3.41479733325323e-10,3e-10,4.1479733325323016e-11,0.00089232231453621,5.539999999980164e-07
317.0,0.000164202000000002,1.0,3.81540036576467e-10,3e-10,8.154003657646698e-11,0.001162262878177255,4.820000000019785e-07
318.0,0.000164684000000002,2.0,3.75601884861494e-10,3e-10,7.560188486149398e-11,0.0011549085493157956,4.819999999999998e-07
319.0,0.000165166000000002,3.0,3.51308474426224e-10,3e-10,5.130847442622398e-11,0.0011035147579912077,4.819999999999998e-07
320.0,0.00016568,0.0,3.36843754622589e-10,3e-10,3.6843754622589e-11,0.0009699173649823038,5.1399999999801e-07
321.0,0.000166162000000002,1.0,3.11185059368193e-10,3e-10,1.1185059368192993e-11,0.0010160423960360575,4.820000000020056e-07
322.0,0.00016668,2.0,3.27620652342987e-10,3e-10,2.762065234298702e-11,0.0009425327218291459,5.179999999979916e-07
323.0,0.0001672,3.0,3.27282332407661e-10,3e-10,2.7282332407660982e-11,0.0009518509419482677,5.200000000000018e-07
324.0,0.000167682000000002,0.0,3.51586522025418e-10,3e-10,5.158652202541799e-11,0.001088012547450046,4.820000000020056e-07
325.0,0.000168164000000002,1.0,3.32287299101092e-10,3e-10,3.228729910109199e-11,0.0010522247965984637,4.819999999999998e-07
326.0,0.000168646000000002,2.0,3.1011617611271e-10,3e-10,1.0116176112710004e-11,0.001017741503208636,4.819999999999998e-07
327.0,0.00016924,3.0,3.26297304334463e-10,3e-10,2.629730433446298e-11,0.0007991862750277691,5.939999999979957e-07
328.0,0.000169722000000002,0.0,4.44842378304603e-10,3e-10,1.44842378304603e-10,0.0012995420208373781,4.820000000020056e-07
329.0,0.000170204000000002,1.0,4.51925631558245e-10,3e-10,1.51925631558245e-10,0.0013106400715197247,4.819999999999998e-07
330.0,0.000170686000000002,2.0,4.54436200474133e-10,3e-10,1.5443620047413301e-10,0.0013337302791938757,4.819999999999998e-07
331.0,0.000171168000000002,3.0,3.89237667002937e-10,3e-10,8.923766700293698e-11,0.001191755190059266,4.819999999999998e-07
332.0,0.000171650000000002,0.0,3.8036411506307e-10,3e-10,8.036411506306999e-11,0.001181839413727153,4.819999999999998e-07
333.0,0.000172132000000002,1.0,3.48181337348974e-10,3e-10,4.818133734897398e-11,0.0011098691975739428,4.819999999999998e-07
334.0,0.00017264,2.0,3.12751852174002e-10,3e-10,1.2751852174001982e-11,0.0009480657096317034,5.079999999979968e-07
335.0,0.00017324,3.0,3.52731377109569e-10,3e-10,5.273137710956901e-11,0.0008322455290440305,5.999999999999875e-07
336.0,0.000173722000000002,0.0,4.7914040676514e-10,3e-10,1.7914040676514005e-10,0.0013888437720388246,4.820000000020056e-07
337.0,0.000174204000000002,1.0,4.93185464950459e-10,3e-10,1.93185464950459e-10,0.0014090100207107452,4.819999999999998e-07
338.0,0.000174686000000002,2.0,4.77372812136752e-10,3e-10,1.7737281213675195e-10,0.0013849547640578214,4.819999999999998e-07
339.0,0.000175168000000002,3.0,4.50382275817263e-10,3e-10,1.5038227581726298e-10,0.0013255020008257296,4.819999999999998e-07
340.0,0.000175650000000002,0.0,4.29467314190009e-10,3e-10,1.2946731419000898e-10,0.0012734136456002468,4.819999999999998e-07
341.0,0.000176132000000002,1.0,4.03310265047261e-10,3e-10,1.0331026504726098e-10,0.0012164902518943825,4.819999999999998e-07
342.0,0.000176614000000002,2.0,3.50807303393093e-10,3e-10,5.080730339309298e-11,0.0011285310913544324,4.819999999999998e-07
343.0,0.00017712,3.0,3.22741390543481e-10,3e-10,2.2741390543480983e-11,0.0009749577309388271,5.059999999980195e-07
344.0,0.00017768,0.0,3.15470047933679e-10,3e-10,1.5470047933679012e-11,0.0008494242482101292,5.599999999999811e-07
345.0,0.000178644000000002,2.0,3.48982819386242e-10,3e-10,4.8982819386241984e-11,0.0011193230673124627,9.640000000020054e-07
346.0,0.000179126000000002,3.0,3.12982807881716e-10,3e-10,1.2982807881716024e-11,0.0010115956460722126,4.819999999999998e-07
347.0,0.00017964,0.0,3.15003184356744e-10,3e-10,1.5003184356744e-11,0.0009198461213922608,5.1399999999801e-07
348.0,0.00018016,1.0,3.18527705720822e-10,3e-10,1.8527705720821987e-11,0.0009245670443342541,5.200000000000018e-07
349.0,0.000180642000000002,2.0,3.26680363777379e-10,3e-10,2.6680363777379003e-11,0.001046548531732108,4.820000000019785e-07
350.0,0.00018116,3.0,3.39657901085203e-10,3e-10,3.965790108520301e-11,0.0009680772532287913,5.179999999980187e-07
351.0,0.000181642000000002,0.0,3.43356077511427e-10,3e-10,4.335607751142698e-11,0.0010792399200649596,4.820000000020056e-07
352.0,0.000182124000000002,1.0,3.1464009602706e-10,3e-10,1.464009602705999e-11,0.0010066855845150852,4.819999999999998e-07
353.0,0.00018264,2.0,3.16986889059748e-10,3e-10,1.6986889059747997e-11,0.0009149409617104928,5.159999999979873e-07
354.0,0.00018316,3.0,3.40957412387164e-10,3e-10,4.095741238716402e-11,0.000972562291132659,5.200000000000018e-07
355.0,0.000184124000000002,1.0,3.33803165653962e-10,3e-10,3.3803165653962026e-11,0.0010773758400860539,9.640000000020054e-07
356.0,0.000184606000000002,2.0,3.03224391828821e-10,3e-10,3.224391828820987e-12,0.0009823508206017375,4.819999999999998e-07
357.0,0.00018516,3.0,3.4175191074378e-10,3e-10,4.175191074377999e-11,0.0008903728528306591,5.539999999979893e-07
358.0,0.000185642,0.0,3.27378429549014e-10,3e-10,2.7378429549013994e-11,0.0010463648285693394,4.819999999999998e-07
359.0,0.000186124,1.0,3.00739124992826e-10,3e-10,7.391249928259864e-13,0.000986168712946742,4.819999999999998e-07
360.0,0.00018668,2.0,3.4531142485101e-10,3e-10,4.531142485101e-11,0.0008944649667513845,5.559999999999994e-07
361.0,0.000187162,3.0,3.72889094377548e-10,3e-10,7.288909437754798e-11,0.0011470581835880225,4.819999999999998e-07
362.0,0.000187644,0.0,3.14384603967664e-10,3e-10,1.4384603967664012e-11,0.0010270455312113636,4.819999999999998e-07
363.0,0.00018816,1.0,3.18836667225687e-10,3e-10,1.8836667225687007e-11,0.0009285300037724777,5.15999999999993e-07
364.0,0.000188642000000002,2.0,3.3257682144099e-10,3e-10,3.257682144098999e-11,0.001060603061316837,4.820000000020056e-07
365.0,0.00018916,3.0,3.33569196956149e-10,3e-10,3.3569196956149025e-11,0.0009556554979274425,5.179999999980187e-07
366.0,0.00018968,0.0,3.41043516229832e-10,3e-10,4.104351622983201e-11,0.0009957324240694966,5.200000000000018e-07
367.0,0.000190162000000002,1.0,3.60768882319862e-10,3e-10,6.076888231986201e-11,0.001122025126130305,4.820000000019785e-07
368.0,0.000190644000000002,2.0,3.70614554915566e-10,3e-10,7.0614554915566e-11,0.0011360380365679254,4.819999999999998e-07
369.0,0.000191126000000002,3.0,3.37766762141471e-10,3e-10,3.776676214147099e-11,0.0010673756102686583,4.819999999999998e-07
370.0,0.00019164,0.0,3.09760673532046e-10,3e-10,9.760673532045977e-12,0.0009167010601727026,5.1399999999801e-07
371.0,0.00019216,1.0,3.19614183977892e-10,3e-10,1.9614183977891978e-11,0.0009309802827285656,5.200000000000018e-07
372.0,0.000192642000000002,2.0,3.56200973808992e-10,3e-10,5.620097380899198e-11,0.0011070411523942958,4.820000000020056e-07
373.0,0.000193124000000002,3.0,3.29419328336572e-10,3e-10,2.9419328336572e-11,0.001048952709929673,4.819999999999998e-07
374.0,0.00019364,0.0,3.11244306696616e-10,3e-10,1.124430669661599e-11,0.0009073343985846801,5.159999999979873e-07
375.0,0.0001942,1.0,3.43127669708296e-10,3e-10,4.3127669708295994e-11,0.0008911946891846684,5.600000000000082e-07
376.0,0.000194682000000002,2.0,4.60321497108847e-10,3e-10,1.60321497108847e-10,0.001337004183988545,4.820000000020056e-07
377.0,0.000195164000000002,3.0,4.59724898734101e-10,3e-10,1.59724898734101e-10,0.0013420352388133407,4.819999999999998e-07
378.0,0.000195646000000002,0.0,4.30398605273769e-10,3e-10,1.30398605273769e-10,0.0012728427992234927,4.819999999999998e-07
379.0,0.000196128000000002,1.0,3.78742599054121e-10,3e-10,7.874259905412102e-11,0.0011785019909465201,4.819999999999998e-07
380.0,0.000196610000000002,2.0,3.84467469656322e-10,3e-10,8.446746965632198e-11,0.0011883489414626015,4.819999999999998e-07
381.0,0.000197092000000002,3.0,3.45502257338721e-10,3e-10,4.5502257338721e-11,0.001100233072407056,4.819999999999998e-07
382.0,0.0001976,0.0,3.15890202140778e-10,3e-10,1.5890202140778007e-11,0.0009399722638609345,5.079999999979968e-07
383.0,0.0001982,1.0,3.41917068695344e-10,3e-10,4.191706869534398e-11,0.0008182970149447034,5.999999999999875e-07
384.0,0.000198682000000002,2.0,4.86934514060063e-10,3e-10,1.8693451406006303e-10,0.0013908766151438789,4.820000000020056e-07
385.0,0.000199164000000002,3.0,4.98159664548235e-10,3e-10,1.9815966454823502e-10,0.0014307042267280641,4.819999999999998e-07
386.0,0.000199646000000002,0.0,4.8427486187095e-10,3e-10,1.8427486187094995e-10,0.0014015113293338497,4.819999999999998e-07
387.0,0.000200128000000002,1.0,4.47026602928222e-10,3e-10,1.4702660292822202e-10,0.0013327988661755927,4.819999999999998e-07
388.0,0.000200610000000002,2.0,4.40430918658223e-10,3e-10,1.40430918658223e-10,0.0012986138510159698,4.819999999999998e-07
389.0,0.000201092000000002,3.0,4.1174112667465e-10,3e-10,1.1174112667465002e-10,0.001243615142889669,4.819999999999998e-07
390.0,0.000201574000000002,0.0,3.60925309433493e-10,3e-10,6.092530943349301e-11,0.001142646760734241,4.819999999999998e-07
391.0,0.00020208,1.0,3.23842807867149e-10,3e-10,2.3842807867149014e-11,0.000985930784276287,5.059999999979924e-07
392.0,0.00020264,2.0,3.3174830596707e-10,3e-10,3.174830596707e-11,0.0008681580283294069,5.600000000000082e-07
393.0,0.000203122,3.0,3.50457679378074e-10,3e-10,5.0457679378074024e-11,0.0011035429232694825,4.819999999999998e-07
394.0,0.000203604,0.0,3.15556687808522e-10,3e-10,1.5556687808522006e-11,0.001006302803913262,4.819999999999998e-07
395.0,0.00020416,1.0,3.39600888181039e-10,3e-10,3.960088818103902e-11,0.0008887541268287911,5.559999999999994e-07
396.0,0.000204642,2.0,3.79836222371205e-10,3e-10,7.983622237120501e-11,0.001160521636399691,4.819999999999998e-07
397.0,0.000205124,3.0,3.24342758830378e-10,3e-10,2.434275883037802e-11,0.001048630143371986,4.819999999999998e-07
398.0,0.00020564,0.0,3.21603277799555e-10,3e-10,2.160327779955501e-11,0.000932853851153198,5.15999999999993e-07
399.0,0.000206122000000002,1.0,3.17851500449074e-10,3e-10,1.7851500449073985e-11,0.001025438742572589,4.820000000020056e-07
400.0,0.00020664,2.0,3.29052229987254e-10,3e-10,2.9052229987254e-11,0.0009590373289010867,5.179999999979916e-07
401.0,0.00020716,3.0,3.39247644445912e-10,3e-10,3.924764444591198e-11,0.0009729343051560127,5.200000000000018e-07
402.0,0.000207642000000002,0.0,3.526057450882e-10,3e-10,5.26057450882e-11,0.0011088648959230777,4.820000000020056e-07
403.0,0.000208124000000002,1.0,3.47325379472319e-10,3e-10,4.7325379472319026e-11,0.0010830186319663862,4.819999999999998e-07
404.0,0.000208606000000002,2.0,3.23998815072884e-10,3e-10,2.3998815072883984e-11,0.0010450896389060937,4.819999999999998e-07
405.0,0.00020916,3.0,3.42287349175522e-10,3e-10,4.228734917552199e-11,0.0008852413882399012,5.539999999980164e-07
406.0,0.000209642000000002,0.0,3.62653029548476e-10,3e-10,6.265302954847601e-11,0.0011278280944891587,4.820000000019785e-07
407.0,0.000210606000000002,2.0,3.44053139045624e-10,3e-10,4.405313904562403e-11,0.001098655568932143,9.639999999999996e-07
408.0,0.00021168,0.0,3.36993230735917e-10,3e-10,3.699323073591701e-11,0.0009098936693265471,1.0739999999980182e-06
409.0,0.000212162000000002,1.0,4.47199269920963e-10,3e-10,1.4719926992096302e-10,0.0013145894847210677,4.820000000020056e-07
410.0,0.000212644000000002,2.0,4.53274335384009e-10,3e-10,1.53274335384009e-10,0.0013192384243065167,4.819999999999998e-07
411.0,0.000213126000000002,3.0,4.25122046540443e-10,3e-10,1.2512204654044299e-10,0.0012604950126764505,4.819999999999998e-07
412.0,0.000213608000000002,0.0,3.6399989503672e-10,3e-10,6.399989503671998e-11,0.0011431095907127324,4.819999999999998e-07
413.0,0.000214090000000002,1.0,3.62922557188442e-10,3e-10,6.2922557188442e-11,0.0011230903895322378,4.819999999999998e-07
414.0,0.000214572000000002,2.0,3.29952299341543e-10,3e-10,2.995229934154298e-11,0.001059863916200569,4.819999999999998e-07
415.0,0.00021508,3.0,3.00042364678875e-10,3e-10,4.2364678875014524e-14,0.0009290803324644669,5.079999999979968e-07
416.0,0.00021568,0.0,3.1242642128587e-10,3e-10,1.2426421285869999e-11,0.0007561300661354861,5.999999999999875e-07
417.0,0.000216162000000002,1.0,4.57613480814422e-10,3e-10,1.57613480814422e-10,0.0013202159714689784,4.820000000020056e-07
418.0,0.000216644000000002,2.0,4.74210569386243e-10,3e-10,1.7421056938624296e-10,0.0013691609532620135,4.819999999999998e-07
419.0,0.000217126000000002,3.0,4.61397144122088e-10,3e-10,1.6139714412208802e-10,0.001361981385517586,4.819999999999998e-07
420.0,0.000217608000000002,0.0,4.16888534201916e-10,3e-10,1.1688853420191602e-10,0.0012474384444374654,4.819999999999998e-07
421.0,0.000218090000000002,1.0,4.05128314269409e-10,3e-10,1.0512831426940898e-10,0.0012193346625946554,4.819999999999998e-07
422.0,0.000218572000000002,2.0,3.81312112719741e-10,3e-10,8.1312112719741e-11,0.0011853417243347104,4.819999999999998e-07
423.0,0.000219054000000002,3.0,3.31549017964007e-10,3e-10,3.154901796400699e-11,0.0010675440628255845,4.819999999999998e-07
424.0,0.0002196,0.0,3.24116421185699e-10,3e-10,2.4116421185698983e-11,0.0008868454534869879,5.459999999979988e-07
425.0,0.00022012,1.0,3.11815447919201e-10,3e-10,1.1815447919201024e-11,0.0009192684523577589,5.200000000000018e-07
426.0,0.000220602,2.0,3.27011753421856e-10,3e-10,2.7011753421856028e-11,0.001040027030900103,4.819999999999998e-07
427.0,0.00022112,3.0,3.30015649459665e-10,3e-10,3.001564945966502e-11,0.0009462185421350076,5.179999999999974e-07
428.0,0.00022164,0.0,3.40199500592855e-10,3e-10,4.0199500592855e-11,0.0009689036457302539,5.200000000000018e-07
429.0,0.000222122,1.0,3.24343312403165e-10,3e-10,2.4343312403164977e-11,0.001035079884395494,4.819999999999998e-07
430.0,0.000222604,2.0,3.00062505816246e-10,3e-10,6.250581624599838e-14,0.0009628643843772863,4.819999999999998e-07
431.0,0.00022316,3.0,3.36089394981378e-10,3e-10,3.6089394981378014e-11,0.0008858699959730922,5.559999999999994e-07
432.0,0.000223642,0.0,3.41129759649565e-10,3e-10,4.112975964956499e-11,0.0010769711725323377,4.819999999999998e-07
