t_s,vout_V,iL_A,iload_A,vc_V,on,area_acc
2.86e-05,1.0016900797956454,8.944825991234222,10.0,0.008684340328859088,0.0,3.1483322966414365e-09
2.8700000000000003e-05,1.0016176458784427,8.437475381565253,10.0,0.008690048520285416,0.0,3.5822291740291734e-09
2.8800000000000002e-05,1.0015170372805713,7.930548250820231,10.0,0.008698012879820059,0.0,4.042169157530176e-09
2.89e-05,1.001388277903288,7.4240583578485735,10.0,0.008708232200661368,0.0,4.528356291792031e-09
2.9e-05,1.0012313924116198,6.918019439050958,10.0,0.008720705214297152,0.0,5.040993810240249e-09
2.9100000000000003e-05,1.0010464062331086,6.41244520801476,10.0,0.008735430590586063,0.0,5.580284130042728e-09
2.92e-05,1.0008333455565317,5.907349355150317,10.0,0.008752406937840804,0.0,6.146428847100644e-09
2.93e-05,1.000592237330608,5.402745547328164,10.0,0.008771632802912644,0.0,6.73962873106589e-09
2.9400000000000003e-05,1.0003978972273744,8.97762981225864,10.0,0.008787475150102147,1.0,0.0
2.9500000000000002e-05,1.0004905964500876,14.46866941858637,10.0,0.008780536864384717,1.0,0.0
2.96e-05,1.0007378736315775,14.197524209418102,10.0,0.00876072590639334,0.0,1.4840535755832968e-10
2.97e-05,1.00095716075207,13.686639988994965,10.0,0.00874311633212266,0.0,3.262025828116156e-10
2.9800000000000003e-05,1.00114807298348,13.176036138510435,10.0,0.008727771639322288,0.0,5.278917642214658e-10
2.9900000000000002e-05,1.0013106262822455,12.665726626120135,10.0,0.008714691261897223,0.0,7.536850007909521e-10
3e-05,1.0014448373803078,12.155725401342147,10.0,0.008703874571302138,0.0,1.0037936337754332e-09
3.0100000000000003e-05,1.0015507237840642,11.646046394683626,10.0,0.008695320876605692,0.0,1.2784282413818115e-09
3.0200000000000002e-05,1.0016283037733023,11.136703517268204,10.0,0.008689029424556488,0.0,1.5777986334929688e-09
3.03e-05,1.0016775964001177,10.627710660464274,10.0,0.008684999399650324,0.0,1.902113846417459e-09
3.04e-05,1.001698621487798,10.119081695514032,10.0,0.008683229924200018,0.0,2.251582137664629e-09
3.0500000000000003e-05,1.0016913996297017,9.610830473163379,10.0,0.008683720058405961,0.0,2.6264109807452815e-09
3.0600000000000005e-05,1.0016559521881054,9.102970823292704,10.0,0.00868646880042889,0.0,3.026807059998003e-09
3.07e-05,1.0015923012930386,8.595516554548478,10.0,0.00869147508646407,0.0,3.4529762654412653e-09
3.08e-05,1.001500469841088,8.088481453975728,10.0,0.008698737790817484,0.0,3.905123687651455e-09
3.09e-05,1.0013804814941945,7.581879286651405,10.0,0.00870825572598322,0.0,4.383453612666946e-09
3.1e-05,1.0012323606784168,7.075723795318584,10.0,0.008720027642722854,0.0,4.8881695169182936e-09
3.1100000000000004e-05,1.0010561325826832,6.57002870002163,10.0,0.008734052230146516,0.0,5.4194740621847635e-09
3.12e-05,1.0008518231575214,6.064807697742214,10.0,0.008750328115795226,0.0,5.977569090577213e-09
3.13e-05,1.0006194591137663,5.560074462036267,10.0,0.00876885386572526,0.0,6.562655619547509e-09
3.1400000000000004e-05,1.0003818659776234,7.335533576988481,10.0,0.008787996050913216,1.0,0.0
3.15e-05,1.000383371765154,12.827834655625564,10.0,0.0087883548701086,1.0,0.0
3.16e-05,1.000619502905176,14.356900074732572,10.0,0.00876959862438157,0.0,9.970193764286173e-11
3.1700000000000005e-05,1.0008476425594799,13.84595336145089,10.0,0.008751283692676245,0.0,2.7038318056949343e-10
3.18e-05,1.0010474037337034,13.335282641189055,10.0,0.008735233708062125,0.0,4.6488907899167833e-10
3.19e-05,1.0012188021412622,12.824901887238537,10.0,0.008721448123979203,0.0,6.834319581916001e-10
3.2000000000000005e-05,1.0013618542713618,12.314825054370846,10.0,0.00870992633140031,0.0,9.262233873967016e-10
3.21e-05,1.0014765773879595,11.805066078463838,10.0,0.008700667658894662,0.0,1.1934741744713465e-09
3.2200000000000003e-05,1.0015629895287081,11.29563887612896,10.0,0.008693671372693118,0.0,1.4853943606336042e-09
3.23e-05,1.0016211095038698,10.786557344339213,10.0,0.008688936676755592,0.0,1.8021932151972585e-09
3.24e-05,1.0016509568952185,10.277835360058019,10.0,0.008686462712839588,0.0,2.1440792303392296e-09
3.2500000000000004e-05,1.00165255205492,9.769486779868853,10.0,0.008686248560570464,0.0,2.511260115892447e-09
3.26e-05,1.001625916104384,9.261525439605764,10.0,0.008688293237513986,0.0,2.9039427941643813e-09
3.27e-05,1.0015710709331052,8.753965153984728,10.0,0.008692595699249787,0.0,3.322333394781324e-09
3.2800000000000004e-05,1.0014880391974796,8.246819716235864,10.0,0.008699154839446846,0.0,3.766637249558521e-09
3.29e-05,1.0013768443196012,7.740102897736536,10.0,0.008707969489940653,0.0,4.237058887396322e-09
3.3e-05,1.0012375104860363,7.233828447645328,10.0,0.008719038420811879,0.0,4.733802029202437e-09
3.3100000000000005e-05,1.0010700626465816,6.7280100925369,10.0,0.008732360340466854,0.0,5.257069582840437e-09
3.32e-05,1.000874526512998,6.222661536037759,10.0,0.008747933895719616,0.0,5.8070636381046026e-09
3.33e-05,1.000650928557724,5.717796458462936,10.0,0.00876575767187576,0.0,6.383985461721279e-09
3.34e-05,1.000400096004574,5.693417711228291,10.0,0.008785798192710914,1.0,0.0
3.35e-05,1.000310406800522,11.186963152889463,10.0,0.008793453383295464,1.0,0.0
3.3600000000000004e-05,1.0005054039605625,14.516636505821984,10.0,0.008778150543622801,0.0,5.30907102629102e-11
