case,tau_ai_us,delay_events,update_us,update_events,policy,reward_mean,reward_std,max_abs_v_mV_p95,max_abs_phase_ns_p95,max_abs_i_mA_p95,violations_mean,violation_rate,skip_events_mean,projected_mean,settle_us_median,control_energy_mean,tail_state_cost_mean,tail_abs_phase_ns_mean,tail_abs_i_mA_mean,final_abs_phase_ns_mean,final_abs_i_mA_mean,baseline_reward_mean,baseline_violations_mean,baseline_phase_p95,reward_delta_vs_zero_delay,violation_delta_vs_zero_delay,phase_p95_delta_vs_zero_delay_ns
40A_to_10A,5.0,10,5.0,10,delay_aware_projected,-753.4451449787881,122.68246015901966,7.113918086649599,112.45733466610818,1265.7723756902756,42.34375,1.0,0.046875,3.828125,12.0,5398.081435054657,2.241228392784388,15.517049284304019,573.9691098330547,4.269796704219955,1052.7706447999205,-2333.2892832718658,146.703125,142.09687343455712,1579.8441382930778,-104.359375,-29.639538768448944
40A_to_10A,5.0,10,5.0,10,no_ai,-62.62409995884354,6.803171002326622,7.448408614687718,112.45733466610818,367.67474689052244,0.0,0.0,0.046875,0.0,46.5,0.0,0.1382347056044609,5.8093669675413055,5.3243207492582885,0.5995956266753868,3.5555665952731097,-2333.2892832718658,146.703125,142.09687343455712,2270.665183313022,-146.703125,-29.639538768448944
40A_to_10A,5.0,10,5.0,10,zero_delay_trained,-2333.2892832718658,156.28686267164466,14.082698542804039,142.09687343455712,2291.1389558602596,146.703125,1.0,4.984375,0.0,,20555.281776553817,9.115621875734174,58.159763715256176,1105.4589763563083,60.36226387461238,1143.4009124871827,-2333.2892832718658,146.703125,142.09687343455712,0.0,0.0,0.0
40A_to_10A,5.0,10,10.0,20,delay_aware,-1840.0995910196743,32.01902324346526,11.593858174233029,113.80390358248255,1997.8761546898031,125.953125,1.0,0.125,0.0,,14498.416849362453,6.599607809121154,39.991820537808685,953.1517354245044,47.403845230316875,554.9794466829862,-4736.080585048836,214.21875,252.07423025813745,2895.9809940291616,-88.265625,-138.2703266756549
40A_to_10A,5.0,10,10.0,20,delay_aware_projected,-2334.5991561401165,122.94373722448621,19.007702339395696,193.4459932080459,2187.0969523905223,138.71875,1.0,26.859375,7.25,,16407.39502310719,9.59648380187333,100.15545991977432,806.020628276917,36.47224102847314,948.1430258074574,-4736.080585048836,214.21875,252.07423025813745,2401.4814289087194,-75.5,-58.62823705009154
40A_to_10A,5.0,10,10.0,20,no_ai,-62.62409995884354,6.803171002326622,7.448408614687718,112.45733466610818,367.67474689052244,0.0,0.0,0.046875,0.0,46.5,0.0,0.09890073794982238,3.9249732068589682,4.434119779224769,0.5995956266753868,3.5555665952731097,-4736.080585048836,214.21875,252.07423025813745,4673.456485089992,-214.21875,-139.61689559202927
40A_to_10A,5.0,10,10.0,20,zero_delay_trained,-4736.080585048836,8.58504916292525,24.293722782741312,252.07423025813745,2335.017772795648,214.21875,1.0,26.046875,0.0,,60828.139477089244,19.33994548974433,133.52015799316962,1389.449569114865,186.87037391228992,194.16252105759457,-4736.080585048836,214.21875,252.07423025813745,0.0,0.0,0.0
40A_to_10A,5.0,10,20.0,40,delay_aware,-4937.355110893244,124.1633196713617,33.81707614010661,285.96761593253143,2450.1595081862183,216.3125,1.0,27.8125,0.0,,113851.5976406313,19.42938292912562,136.77241763621598,1349.922835485015,90.69317273930257,2087.674586220105,-5339.554417245028,220.9375,322.5206099528664,402.1993063517839,-4.625,-36.55299402033495
40A_to_10A,5.0,10,20.0,40,delay_aware_projected,-5108.692590869191,224.58083494742732,36.49347692507338,324.6771736073296,2147.7112540443854,183.34375,1.0,33.90625,3.015625,,34869.48607388173,21.796140900969313,174.83504546706786,964.2574816847474,119.48983419122794,115.85692306681744,-5339.554417245028,220.9375,322.5206099528664,230.86182637583715,-37.59375,2.156563654463241
40A_to_10A,5.0,10,20.0,40,no_ai,-62.62409995884354,6.803171002326622,7.448408614687718,112.45733466610818,367.67474689052244,0.0,0.0,0.046875,0.0,46.5,0.0,0.04857856801260519,1.7156015664918058,4.1840651046266775,0.5995956266753868,3.5555665952731097,-5339.554417245028,220.9375,322.5206099528664,5276.930317286185,-220.9375,-210.0632752867582
40A_to_10A,5.0,10,20.0,40,zero_delay_trained,-5339.554417245028,18.78258208643247,39.240186867585905,322.5206099528664,2448.942044615092,220.9375,1.0,28.890625,0.0,,42153.9573954259,20.074508529057436,137.96352175890738,1341.8159561818047,81.97150350254701,2093.6613981177297,-5339.554417245028,220.9375,322.5206099528664,0.0,0.0,0.0
