target_load_A,target_label,objective,ref_slew_us,interp_score,interp_undershoot_mV,interp_settle_time_us,interp_phase_spacing_std_ns,interp_skip_count_est
20.0,20A,score_settle005,96.0,3.3385108381189803,1.0803899837078321,16.1268,50.00701347927615,0.0
20.0,20A,score_settle010,96.0,4.14485083811898,1.0803899837078321,16.1268,50.00701347927615,0.0
20.0,20A,base,97.0,2.5483870635198653,1.0795168700862965,16.234099999999998,50.81120043863431,0.0
20.0,20A,score_settle005,97.0,3.360092063519865,1.0795168700862965,16.234099999999998,50.81120043863431,0.0
20.0,20A,score_settle010,97.0,4.171797063519866,1.0795168700862965,16.234099999999998,50.81120043863431,0.0
20.0,20A,base,98.0,2.56460328892075,1.078643756464761,16.3414,51.61538739799247,0.0
20.0,20A,score_settle005,98.0,3.3816732889207497,1.078643756464761,16.3414,51.61538739799247,0.0
20.0,20A,score_settle010,98.0,4.19874328892075,1.078643756464761,16.3414,51.61538739799247,0.0
20.0,20A,base,99.0,2.580819514321635,1.0777706428432254,16.4487,52.41957435735064,0.0
20.0,20A,score_settle005,99.0,3.403254514321635,1.0777706428432254,16.4487,52.41957435735064,0.0
20.0,20A,score_settle010,99.0,4.225689514321635,1.0777706428432254,16.4487,52.41957435735064,0.0
20.0,20A,base,100.0,2.59703573972252,1.07689752922169,16.556,53.2237613167088,0.0
20.0,20A,score_settle005,100.0,3.42483573972252,1.07689752922169,16.556,53.2237613167088,0.0
20.0,20A,score_settle010,100.0,4.25263573972252,1.07689752922169,16.556,53.2237613167088,0.0
20.0,20A,base,101.0,2.685274981827126,1.0759735169403895,16.689500000000002,52.72566801976744,0.05
20.0,20A,score_settle005,101.0,3.519749981827126,1.0759735169403895,16.689500000000002,52.72566801976744,0.05
20.0,20A,score_settle010,101.0,4.354224981827127,1.0759735169403895,16.689500000000002,52.72566801976744,0.05
20.0,20A,base,102.0,2.7735142239317323,1.075049504659089,16.82300000000001,52.22757472282608,0.1
20.0,20A,score_settle005,102.0,3.614664223931732,1.075049504659089,16.82300000000001,52.22757472282608,0.1
20.0,20A,score_settle010,102.0,4.455814223931733,1.075049504659089,16.82300000000001,52.22757472282608,0.1
20.0,20A,base,103.0,2.861753466036338,1.0741254923777883,16.956500000000013,51.72948142588471,0.15
20.0,20A,score_settle005,103.0,3.7095784660363376,1.0741254923777883,16.956500000000013,51.72948142588471,0.15
20.0,20A,score_settle010,103.0,4.557403466036339,1.0741254923777883,16.956500000000013,51.72948142588471,0.15
20.0,20A,base,104.0,2.949992708140944,1.073201480096488,17.09000000000002,51.231388128943344,0.2
20.0,20A,score_settle005,104.0,3.8044927081409448,1.073201480096488,17.09000000000002,51.231388128943344,0.2
20.0,20A,score_settle010,104.0,4.658992708140946,1.073201480096488,17.09000000000002,51.231388128943344,0.2
20.0,20A,base,105.0,3.0382319502455504,1.0722774678151874,17.223500000000026,50.733294832001974,0.25
20.0,20A,score_settle005,105.0,3.89940695024555,1.0722774678151874,17.223500000000026,50.733294832001974,0.25
