context_id,tau_ai_us,delay_events,target_load_A,target_label,load_drop_A,load_drop_norm,objective,objective_alpha_settle,policy,policy_kind,selected_ref_slew_us,ref_start_delay_us,undershoot_mV,abs_final_vout_error_mV,final_vout_error_mV,skip_count_est,settle_time_us,final_phase_spacing_std_ns,base_score,objective_score,source_file,note
tau1_targetnear0A_score_settle010,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle010,0.1,oracle_base_table,table,60.0,1.0,9.95690808114824,0.560446122771618,-0.560446122771618,1.0,36.016,95.6309589144758,14.4299733822094,18.0315733822094,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_score_settle010,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle010,0.1,table_settle005,table,60.0,1.0,9.95690808114824,0.560446122771618,-0.560446122771618,1.0,36.016,95.6309589144758,14.4299733822094,18.0315733822094,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_targetnear0A_score_settle010,1.0,2,0.001,near0A,39.999,0.9999750000000001,score_settle010,0.1,table_settle010,table,30.0,1.0,10.5399657076185,0.569187412091221,-0.569187412091221,1.0,14.122,108.374491016849,15.2766429400467,16.6888429400467,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_target10A_base,1.0,2,10.0,10A,30.0,0.75,base,0.0,fixed_40us_precommitted,fixed,40.0,0.0,5.01028636671008,0.54894246574877,-0.54894246574877,1.0,17.534,91.29556151628,9.38514006278445,9.38514006278445,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_target10A_base,1.0,2,10.0,10A,30.0,0.75,base,0.0,fixed_80us_precommitted,fixed,80.0,0.0,4.63087064829415,0.550516960481362,-0.550516960481362,1.0,34.286,82.1829076099372,8.82504576097426,8.82504576097426,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_target10A_base,1.0,2,10.0,10A,30.0,0.75,base,0.0,oracle_base_table,table,80.0,1.0,4.44292813309333,0.554727360661533,-0.554727360661533,1.0,35.426,87.7816678592547,8.75328885093995,8.75328885093995,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_target10A_base,1.0,2,10.0,10A,30.0,0.75,base,0.0,table_settle005,table,50.0,1.0,4.53410803498733,0.540513168595491,-0.540513168595491,1.0,23.362,71.991371536684,8.5144486343165,8.5144486343165,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_target10A_base,1.0,2,10.0,10A,30.0,0.75,base,0.0,table_settle010,table,30.0,1.0,4.67957001179586,0.558157771161638,-0.558157771161638,1.0,9.66400000000005,85.5707024315886,8.94914183158927,8.94914183158927,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_target10A_score_settle005,1.0,2,10.0,10A,30.0,0.75,score_settle005,0.05,fixed_40us_precommitted,fixed,40.0,0.0,5.01028636671008,0.54894246574877,-0.54894246574877,1.0,17.534,91.29556151628,9.38514006278445,10.2618400627845,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
tau1_target10A_score_settle005,1.0,2,10.0,10A,30.0,0.75,score_settle005,0.05,fixed_80us_precommitted,fixed,80.0,0.0,4.63087064829415,0.550516960481362,-0.550516960481362,1.0,34.286,82.1829076099372,8.82504576097426,10.5393457609743,iqcot_table_supervisor_validation_results_tau0p5_1_2us.csv,candidate policy row from derived Simulink delayed-reference switching validation
