controller_mode,base_load_A,target_load_A,time_us,vout_V
dynamic_hold,40,20,-2.42999999999993,0.999589136996138
dynamic_hold,40,20,-2.39399999999996,0.999721394748
dynamic_hold,40,20,-2.35799999999994,0.999792762966457
dynamic_hold,40,20,-2.31999999999994,0.999730821055672
dynamic_hold,40,20,-2.28399999999997,0.999668830759677
dynamic_hold,40,20,-2.24799999999994,0.999603009587814
dynamic_hold,40,20,-2.20999999999994,0.999529384555415
dynamic_hold,40,20,-2.17399999999997,0.999455714093174
dynamic_hold,40,20,-2.13799999999994,0.999378237353595
dynamic_hold,40,20,-2.09999999999994,0.99929233589877
dynamic_hold,40,20,-2.06399999999997,0.999253103123145
dynamic_hold,40,20,-2.02799999999995,0.999366023486774
dynamic_hold,40,20,-1.98999999999995,0.999492282346268
dynamic_hold,40,20,-1.95399999999997,0.999618574918037
dynamic_hold,40,20,-1.91799999999995,0.999751351910281
dynamic_hold,40,20,-1.87999999999995,0.999855723269921
dynamic_hold,40,20,-1.84399999999998,0.999796417029135
dynamic_hold,40,20,-1.80799999999995,0.999736650227851
dynamic_hold,40,20,-1.76999999999995,0.999669401997606
dynamic_hold,40,20,-1.73399999999998,0.999601759531621
dynamic_hold,40,20,-1.69799999999996,0.999530297964681
dynamic_hold,40,20,-1.65999999999995,0.999450731951923
dynamic_hold,40,20,-1.62399999999998,0.99937144528626
dynamic_hold,40,20,-1.58799999999996,0.999288364106103
dynamic_hold,40,20,-1.54999999999996,0.999196559609683
