r027_case_id,target_label,target_load_A,load_drop_A,objective,objective_alpha_settle,tau_ai_us,delay_events,event_period_us_assumed,policy,source_policy,policy_kind,policy_role,selected_ref_slew_us,realized_ref_slew_us_in_offline_grid,ref_start_delay_us_for_simulink,delay_mode,offline_objective_score,offline_regret_vs_oracle,offline_undershoot_mV,offline_settle_time_us,offline_skip_count_est,offline_phase_std_ns,online_available_inputs_only,selection_basis,boundary,include_in_priority_run
R027_0149,20A,20.0,20.0,score_settle005,0.05,0.5,1,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,2.99321123170482,0.595004269002068,1.0943598016524,14.41,0.0,37.1400221295455,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0150,20A,20.0,20.0,score_settle005,0.05,0.5,1,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,0.5,commit_after_tau_ai,2.49270700467967,0.09450004197691841,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0151,20A,20.0,20.0,score_settle005,0.05,0.5,1,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,66.0,66.0,0.5,commit_after_tau_ai,2.398206962702752,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0152,20A,20.0,20.0,score_settle005,0.05,0.5,1,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,66.0,66.0,0.5,commit_after_tau_ai,2.398206962702752,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0153,20A,20.0,20.0,score_settle005,0.05,0.5,1,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,38.0,38.0,0.5,commit_after_tau_ai,2.4171405398938512,0.01893357719109945,1.21068108454891,0.938000000000024,0.0,36.3447339051344,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0154,20A,20.0,20.0,score_settle005,0.05,0.5,1,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,64.0,64.0,0.5,commit_after_tau_ai,4.827483887102235,2.4292769243994834,1.12582319014076,10.0880000000001,1.0,37.8563112255317,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0155,20A,20.0,20.0,score_settle005,0.05,1.0,2,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,2.54681606393003,0.1486091012272781,1.19940112760242,0.938000000000024,0.0,43.3359485758766,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0156,20A,20.0,20.0,score_settle005,0.05,1.0,2,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,2.99321123170482,0.595004269002068,1.0943598016524,14.41,0.0,37.1400221295455,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0157,20A,20.0,20.0,score_settle005,0.05,1.0,2,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,1.0,commit_after_tau_ai,2.49270700467967,0.09450004197691841,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0158,20A,20.0,20.0,score_settle005,0.05,1.0,2,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,66.0,66.0,1.0,commit_after_tau_ai,2.398206962702752,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0159,20A,20.0,20.0,score_settle005,0.05,1.0,2,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,66.0,66.0,1.0,commit_after_tau_ai,2.398206962702752,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0160,20A,20.0,20.0,score_settle005,0.05,1.0,2,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,38.0,38.0,1.0,commit_after_tau_ai,2.4171405398938512,0.01893357719109945,1.21068108454891,0.938000000000024,0.0,36.3447339051344,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0161,20A,20.0,20.0,score_settle005,0.05,1.0,2,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,64.0,64.0,1.0,commit_after_tau_ai,4.827483887102235,2.4292769243994834,1.12582319014076,10.0880000000001,1.0,37.8563112255317,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0162,20A,20.0,20.0,score_settle005,0.05,2.0,4,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,2.54681606393003,0.1486091012272781,1.19940112760242,0.938000000000024,0.0,43.3359485758766,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0163,20A,20.0,20.0,score_settle005,0.05,2.0,4,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,2.99321123170482,0.595004269002068,1.0943598016524,14.41,0.0,37.1400221295455,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0164,20A,20.0,20.0,score_settle005,0.05,2.0,4,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,2.0,commit_after_tau_ai,2.49270700467967,0.09450004197691841,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0165,20A,20.0,20.0,score_settle005,0.05,2.0,4,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,66.0,66.0,2.0,commit_after_tau_ai,2.398206962702752,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0166,20A,20.0,20.0,score_settle005,0.05,2.0,4,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,66.0,66.0,2.0,commit_after_tau_ai,2.398206962702752,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0167,20A,20.0,20.0,score_settle005,0.05,2.0,4,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,38.0,38.0,2.0,commit_after_tau_ai,2.4171405398938512,0.01893357719109945,1.21068108454891,0.938000000000024,0.0,36.3447339051344,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0168,20A,20.0,20.0,score_settle005,0.05,2.0,4,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,64.0,64.0,2.0,commit_after_tau_ai,4.827483887102235,2.4292769243994834,1.12582319014076,10.0880000000001,1.0,37.8563112255317,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0169,20A,20.0,20.0,score_settle005,0.05,5.0,10,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,2.54681606393003,0.1486091012272781,1.19940112760242,0.938000000000024,0.0,43.3359485758766,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0170,20A,20.0,20.0,score_settle005,0.05,5.0,10,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,2.99321123170482,0.595004269002068,1.0943598016524,14.41,0.0,37.1400221295455,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0171,20A,20.0,20.0,score_settle005,0.05,5.0,10,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,5.0,commit_after_tau_ai,2.49270700467967,0.09450004197691841,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0172,20A,20.0,20.0,score_settle005,0.05,5.0,10,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,66.0,66.0,5.0,commit_after_tau_ai,2.398206962702752,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0173,20A,20.0,20.0,score_settle005,0.05,5.0,10,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,66.0,66.0,5.0,commit_after_tau_ai,2.398206962702752,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0174,20A,20.0,20.0,score_settle005,0.05,5.0,10,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,38.0,38.0,5.0,commit_after_tau_ai,2.4171405398938512,0.01893357719109945,1.21068108454891,0.938000000000024,0.0,36.3447339051344,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0175,20A,20.0,20.0,score_settle005,0.05,5.0,10,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,64.0,64.0,5.0,commit_after_tau_ai,4.827483887102235,2.4292769243994834,1.12582319014076,10.0880000000001,1.0,37.8563112255317,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0176,20A,20.0,20.0,score_settle010,0.1,0.0,0,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0177,20A,20.0,20.0,score_settle010,0.1,0.0,0,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,3.71371123170482,1.2686042690020676,1.0943598016524,14.41,0.0,37.1400221295455,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0178,20A,20.0,20.0,score_settle010,0.1,0.0,0,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,0.0,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0179,20A,20.0,20.0,score_settle010,0.1,0.0,0,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,0.0,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0180,20A,20.0,20.0,score_settle010,0.1,0.0,0,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,40.0,40.0,0.0,commit_after_tau_ai,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0181,20A,20.0,20.0,score_settle010,0.1,0.0,0,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,66.0,66.0,0.0,commit_after_tau_ai,2.4451069627027526,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0182,20A,20.0,20.0,score_settle010,0.1,0.0,0,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,50.0,50.0,0.0,commit_after_tau_ai,4.41947963319376,1.974372670491007,1.16345388449934,0.938000000000024,1.0,36.4937986024832,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0183,20A,20.0,20.0,score_settle010,0.1,0.5,1,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0184,20A,20.0,20.0,score_settle010,0.1,0.5,1,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,3.71371123170482,1.2686042690020676,1.0943598016524,14.41,0.0,37.1400221295455,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0185,20A,20.0,20.0,score_settle010,0.1,0.5,1,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,0.5,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0186,20A,20.0,20.0,score_settle010,0.1,0.5,1,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,0.5,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0187,20A,20.0,20.0,score_settle010,0.1,0.5,1,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,40.0,40.0,0.5,commit_after_tau_ai,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0188,20A,20.0,20.0,score_settle010,0.1,0.5,1,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,66.0,66.0,0.5,commit_after_tau_ai,2.4451069627027526,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0189,20A,20.0,20.0,score_settle010,0.1,0.5,1,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,50.0,50.0,0.5,commit_after_tau_ai,4.41947963319376,1.974372670491007,1.16345388449934,0.938000000000024,1.0,36.4937986024832,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0190,20A,20.0,20.0,score_settle010,0.1,1.0,2,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0191,20A,20.0,20.0,score_settle010,0.1,1.0,2,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,3.71371123170482,1.2686042690020676,1.0943598016524,14.41,0.0,37.1400221295455,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0192,20A,20.0,20.0,score_settle010,0.1,1.0,2,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,1.0,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0193,20A,20.0,20.0,score_settle010,0.1,1.0,2,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,1.0,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0194,20A,20.0,20.0,score_settle010,0.1,1.0,2,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,40.0,40.0,1.0,commit_after_tau_ai,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0195,20A,20.0,20.0,score_settle010,0.1,1.0,2,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,66.0,66.0,1.0,commit_after_tau_ai,2.4451069627027526,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0196,20A,20.0,20.0,score_settle010,0.1,1.0,2,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,50.0,50.0,1.0,commit_after_tau_ai,4.41947963319376,1.974372670491007,1.16345388449934,0.938000000000024,1.0,36.4937986024832,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0197,20A,20.0,20.0,score_settle010,0.1,2.0,4,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0198,20A,20.0,20.0,score_settle010,0.1,2.0,4,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,3.71371123170482,1.2686042690020676,1.0943598016524,14.41,0.0,37.1400221295455,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0199,20A,20.0,20.0,score_settle010,0.1,2.0,4,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,2.0,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0200,20A,20.0,20.0,score_settle010,0.1,2.0,4,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,2.0,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0201,20A,20.0,20.0,score_settle010,0.1,2.0,4,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,40.0,40.0,2.0,commit_after_tau_ai,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0202,20A,20.0,20.0,score_settle010,0.1,2.0,4,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,66.0,66.0,2.0,commit_after_tau_ai,2.4451069627027526,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0203,20A,20.0,20.0,score_settle010,0.1,2.0,4,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,50.0,50.0,2.0,commit_after_tau_ai,4.41947963319376,1.974372670491007,1.16345388449934,0.938000000000024,1.0,36.4937986024832,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0204,20A,20.0,20.0,score_settle010,0.1,5.0,10,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0205,20A,20.0,20.0,score_settle010,0.1,5.0,10,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,3.71371123170482,1.2686042690020676,1.0943598016524,14.41,0.0,37.1400221295455,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0206,20A,20.0,20.0,score_settle010,0.1,5.0,10,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,30.0,30.0,5.0,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0207,20A,20.0,20.0,score_settle010,0.1,5.0,10,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,30.0,30.0,5.0,commit_after_tau_ai,2.53960700467967,0.09450004197691753,1.26719882798709,0.938000000000024,0.0,37.0921617490197,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0208,20A,20.0,20.0,score_settle010,0.1,5.0,10,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,40.0,40.0,5.0,commit_after_tau_ai,2.59371606393003,0.14860910122727722,1.19940112760242,0.938000000000024,0.0,43.3359485758766,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0209,20A,20.0,20.0,score_settle010,0.1,5.0,10,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,66.0,66.0,5.0,commit_after_tau_ai,2.4451069627027526,0.0,1.11287107294222,0.938000000000024,0.0,40.007102545006,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0210,20A,20.0,20.0,score_settle010,0.1,5.0,10,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,50.0,50.0,5.0,commit_after_tau_ai,4.41947963319376,1.974372670491007,1.16345388449934,0.938000000000024,1.0,36.4937986024832,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0211,near0A,0.001,39.999,base,0.0,0.0,0,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,17.6835575226316,1.1028621509502976,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0212,near0A,0.001,39.999,base,0.0,0.0,0,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,17.205909835245,0.6252144635636974,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0213,near0A,0.001,39.999,base,0.0,0.0,0,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,0.0,commit_after_tau_ai,16.8006726708387,0.2199772991573994,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0214,near0A,0.001,39.999,base,0.0,0.0,0,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,86.0,86.0,0.0,commit_after_tau_ai,16.7842789699408,0.2035835982594989,10.0862888988401,50.2240000000001,2.0,106.937038966222,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0215,near0A,0.001,39.999,base,0.0,0.0,0,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,92.0,92.0,0.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0216,near0A,0.001,39.999,base,0.0,0.0,0,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,92.0,92.0,0.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
R027_0217,near0A,0.001,39.999,base,0.0,0.0,0,0.5,naked_smooth_continuous,naked_smooth_continuous,smooth_continuous,negative_control,92.0,92.0,0.0,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,True,quadratic_vertex; realized by nearest measured point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0218,near0A,0.001,39.999,base,0.0,0.5,1,0.5,fixed_40us_precommitted,fixed,fixed,baseline,40.0,40.0,0.0,precommitted,17.6835575226316,1.1028621509502976,10.8973455449204,21.8220000000001,2.0,110.846160114824,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0219,near0A,0.001,39.999,base,0.0,0.5,1,0.5,fixed_80us_precommitted,fixed,fixed,baseline,80.0,80.0,0.0,precommitted,17.205909835245,0.6252144635636974,10.1510195226028,47.812,2.0,123.524411768886,True,fixed precommitted baseline; realized by nearest measured grid point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0220,near0A,0.001,39.999,base,0.0,0.5,1,0.5,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,60.0,60.0,0.5,commit_after_tau_ai,16.8006726708387,0.2199772991573994,10.4520288239951,35.33,2.0,90.2632695423331,True,best prior dense+long simulated point,R027 plan only; switching evidence requires derived Simulink run,False
R027_0221,near0A,0.001,39.999,base,0.0,0.5,1,0.5,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,86.0,86.0,0.5,commit_after_tau_ai,16.7842789699408,0.2035835982594989,10.0862888988401,50.2240000000001,2.0,106.937038966222,True,deployable calibrated risk table + smooth score surrogate,R027 plan only; switching evidence requires derived Simulink run,False
R027_0222,near0A,0.001,39.999,base,0.0,0.5,1,0.5,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,92.0,92.0,0.5,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,clip naked candidate to empirical best+0.25 band,R027 plan only; switching evidence requires derived Simulink run,False
R027_0223,near0A,0.001,39.999,base,0.0,0.5,1,0.5,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,92.0,92.0,0.5,commit_after_tau_ai,16.5806953716813,0.0,10.0539336391869,53.058,2.0,98.5680813793168,False,best+0.50 band; skip=min in band; phase<=q75/120ns; settle<=q75 for settling-aware objectives,R027 plan only; switching evidence requires derived Simulink run,False
