case,omega_over_pi,frequency_domain,events,burn,blocks,burn_blocks,lambda_amp_si,ton_amp_s,wait_exact_amp_ns,wait_pred_amp_ns,wait_amp_abs_error_ns,wait_amp_error_pct,wait_phase_exact_deg,wait_phase_pred_deg,wait_phase_error_deg,wait_rms_error_ps,wait_rms_error_pct,wait_observable,current_exact_amp_mA,current_pred_amp_mA,current_amp_abs_error_mA,current_amp_error_pct,current_phase_error_deg,current_rms_error_mA,current_observable,dataset,input_type,lambda_pattern,ton_pattern,projection_pattern
ton_m1_cos_w0.350,0.35,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.04075861449954528,0.04075861648056842,1.9810231466587657e-09,4.860379010374061e-06,-163.47216343205596,-163.47218204679936,-1.861474337955932e-05,0.0015769555274660707,0.005471132137601974,1,0.57218407681614,0.5721840666632989,-1.0152841132919643e-08,-1.7744012037468337e-06,-1.4735427653687505e-06,3.789521158314525e-07,1,frequency_response,Ton,,m1_cos,m1_cos
ton_m1_cos_w0.500,0.5,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.025257158794814268,0.02525715996993635,1.1751220817122657e-09,4.652629748136405e-06,-93.61752547849946,-93.61754491232536,-1.943382591440041e-05,0.00028426304426821587,0.0015915266679461658,1,0.4228117775636487,0.422811770141989,-7.421659641015932e-09,-1.7553105302603456e-06,-9.069877801548626e-07,7.940964527333646e-07,1,frequency_response,Ton,,m1_cos,m1_cos
ton_m1_cos_w0.700,0.7,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.013109332580244496,0.013109333399391469,8.191469714360144e-10,6.248578765521984e-06,117.23068059032545,117.23066176138758,-1.8828937885471353e-05,0.0005960050721568078,0.006429078824802918,1,0.33552852271863476,0.3355285168926645,-5.825970240090628e-09,-1.736356181059051e-06,-4.6162148269099783e-07,1.1365002912493465e-06,1,frequency_response,Ton,,m1_cos,m1_cos
ton_m1_cos_w0.850,0.85,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.006490944887649018,0.006490945740360557,8.527115397360962e-10,1.313694006910282e-05,178.68114116284158,178.68112152685234,-1.9635989234341124e-05,0.00036062052339359493,0.007856431141955932,1,0.30744859816461023,0.30744859281643944,-5.348170799453211e-09,-1.7395333173908512e-06,-2.1816023776660249e-07,1.2780043368021511e-06,1,frequency_response,Ton,,m1_cos,m1_cos
ton_m2_alt_w0.005,0.005,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,2.618668538040653,2.618646325392241,-2.22126484117612e-05,-0.0008482420775668409,176.8166120382949,176.81615437878298,-0.00045765951188050827,0.036184185565413265,0.0019743810110008867,1,30.48480588043132,30.48506495774975,0.00025907731842841897,0.0008498572024562279,-0.0007137512103706436,0.00035799320387432093,1,frequency_response,Ton,,m2_alt,m2_alt
ton_m2_alt_w0.010,0.01,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,1.5368213064989593,1.5368152749873172,-6.031511641942074e-06,-0.000392466685383841,30.816375206307573,30.816216737474136,-0.0001584688334363028,0.007841120671231147,0.0007165294472275789,1,17.891515911023962,17.891542990617864,2.7079593904050236e-05,0.0001513543851583421,-0.00020077127072775402,7.294147394607093e-05,1,frequency_response,Ton,,m2_alt,m2_alt
ton_m2_alt_w0.020,0.02,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.8044001756685681,0.8043990689594773,-1.1067090907624864e-06,-0.0001375819056570471,121.25256084154782,121.25250216007247,-5.86814753407133e-05,0.0017395026793087605,0.0003076038378931165,1,9.366780659906036,9.36678200353685,1.3436308142489306e-06,1.4344638388230635e-05,-5.5663555065998426e-05,1.52601132493667e-05,1,frequency_response,Ton,,m2_alt,m2_alt
ton_m2_alt_w0.050,0.05,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.3263463068787825,0.3263462360296854,-7.084909712640861e-08,-2.170978976590021e-05,56.11988310620602,56.119863830510255,-1.927569576466389e-05,0.0016167595907676747,0.0007005604460723018,1,3.80647907965824,3.8064791377477882,5.8089548362477705e-08,1.5260703367658834e-06,-1.5202538328481052e-05,2.1589556552867e-06,1,frequency_response,Ton,,m2_alt,m2_alt
ton_m2_alt_w0.100,0.1,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.1629411830393432,0.16294117808266678,-4.956676437690907e-09,-3.04200347134298e-06,-164.14502893953056,-164.14503813342142,-9.193890872744664e-06,0.0016143194837833104,0.0014009979541667367,1,1.9120961400692036,1.9120961192144192,-2.0854784479190647e-08,-1.0906765601781387e-06,-6.864247032986174e-06,4.7045133948108657e-07,1,frequency_response,Ton,,m2_alt,m2_alt
ton_m2_alt_w0.200,0.2,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.08054926223781252,0.08054926750168398,5.263871451933703e-09,6.534971652705224e-06,118.25547974488309,118.25547406037862,-5.68450446954081e-06,0.0014275088635441746,0.002506092216547891,1,0.9686182675749241,0.9686182531571687,-1.4417755401022192e-08,-1.4884868337894375e-06,-3.3678235783309052e-06,2.0303337010395408e-07,1,frequency_response,Ton,,m2_alt,m2_alt
ton_m2_alt_w0.350,0.35,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.0444035198657777,0.04440352547240338,5.606625674702795e-09,1.2626534329207573e-05,-177.93574150497244,-177.93574738240662,-5.877434168519142e-06,0.0010976563212605932,0.0034956779273723924,1,0.5729230701114795,0.5729230604953416,-9.616137855612827e-09,-1.6784343914721944e-06,-1.7383789280299214e-06,2.771244424616297e-07,1,frequency_response,Ton,,m2_alt,m2_alt
ton_m2_alt_w0.500,0.5,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.029295653948956814,0.02929565836401045,4.415053636325621e-09,1.5070677861217519e-05,-115.77710787210697,-115.7771141398377,-6.267730745589698e-06,0.0003992059025182266,0.0019269953297523547,1,0.42337657474332757,0.4233765675568502,-7.186477378896133e-09,-1.6974196936914154e-06,-1.051353042646523e-06,7.244778112245362e-07,1,frequency_response,Ton,,m2_alt,m2_alt
ton_m2_alt_w0.700,0.7,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.01886338501616934,0.01886338778173486,2.765565519616223e-09,1.4661024616557938e-05,81.88737894202757,81.8873740829669,-4.859060659947948e-06,0.0005042656817104222,0.003780395197733075,1,0.3359880348583041,0.33598802910270464,-5.7555994475641525e-09,-1.7130370233431336e-06,-5.457953457802414e-07,1.155086384369714e-06,1,frequency_response,Ton,,m2_alt,m2_alt
ton_m2_alt_w0.850,0.85,four_event_lifted_block,6144,1024,1536,256,0.0,1e-11,0.014733951672200011,0.014733953127174277,1.4549742659909064e-09,9.874976503176924e-06,133.7460095631469,133.74600803627916,-1.526867741602668e-06,0.000355903148673321,0.0034160262711277916,1,0.3078738835931101,0.3078738782866439,-5.306466149736927e-09,-1.7235843752239077e-06,-2.566109301994381e-07,1.327137943898094e-06,1,frequency_response,Ton,,m2_alt,m2_alt
mixed_m2_w0.005,0.005,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.4571246484363152,0.457113055012761,-1.1593423554178673e-05,-0.0025361624217401513,179.84770843275118,179.84396787102963,-0.00374056172150738,0.8006900487440313,0.2497144749749472,1,5.12000855964946,5.119995653591265,-1.290605819437296e-05,-0.0002520710276954219,-0.0003102633419679243,0.001836782193833146,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
mixed_m2_w0.010,0.01,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.2692570068084396,0.269246574912575,-1.0431895864603296e-05,-0.0038743266101981533,36.797242243861724,36.79697927196459,-0.0002629718971371265,0.26444117331612504,0.1380198323090859,1,3.0047441553131553,3.004743542950485,-6.123626705538399e-07,-2.0379860610209022e-05,0.00010251738696470156,0.0005883846233323174,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
mixed_m2_w0.020,0.02,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.1429252317403621,0.14292553662694682,3.0488658471203333e-07,0.00021331893675924363,133.11484199802075,133.11483126893987,-1.072908085372685e-05,0.0692070654884589,0.06888254899055712,1,1.5730411478793629,1.5730412921866597,1.4430729679791587e-07,9.173777626436674e-06,-1.2406163139602545e-05,0.0001567149892107156,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
mixed_m2_w0.050,0.05,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.06336540968192317,0.06336528420836698,-1.254735561842445e-07,-0.00019801585251499887,84.12684419098402,84.12688694607608,4.2755092065328715e-05,0.011347198757992328,0.0253235279019614,1,0.6392464014772157,0.639246397625148,-3.852067644895263e-09,-6.025951293509024e-07,-1.009240543258928e-05,2.5658569116120367e-05,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
mixed_m2_w0.100,0.1,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.0398058002998394,0.03980577418846827,-2.6111371128006895e-08,-6.559690027829745e-05,-115.84309689689252,-115.84307085073901,2.6046153513453368e-05,0.0028195271552093975,0.010016773979517316,1,0.32110450618267744,0.3211045042687858,-1.9138916254775318e-09,-5.960338778088214e-07,-6.086074637179781e-06,6.57173115869506e-06,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
mixed_m2_w0.200,0.2,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.03102371360834654,0.031023708625241186,-4.983105355862813e-09,-1.6062246510628597e-05,-170.5766642649167,-170.5766553355171,8.92939960943315e-06,0.0007450318907684469,0.003396169957017324,1,0.16265303844198417,0.16265303642652348,-2.0154606878829834e-09,-1.2391165316039121e-06,-3.120435913207806e-06,1.8085817601069464e-06,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
mixed_m2_w0.350,0.35,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.02828580606769558,0.028285804815738023,-1.2519575543373438e-09,-4.426098199061812e-06,-88.03800023049597,-88.03799675537768,3.475118280121548e-06,0.0004337281654758536,0.002168511895587782,1,0.09619464371290333,0.09619464240618095,-1.3067223762460237e-09,-1.358414902785654e-06,-1.6641827448652407e-06,7.918232437283738e-07,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
mixed_m2_w0.500,0.5,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.027248059707530404,0.027248059148770893,-5.5875951180907e-10,-2.050639635875484e-06,-10.683521397990834,-10.683520102431602,1.2955592339078562e-06,0.0005026755088987373,0.002608952827664246,1,0.07107709171654582,0.07107709070286644,-1.0136793748144468e-09,-1.4261688940919726e-06,-1.022769741224116e-06,5.820140856223719e-07,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
mixed_m2_w0.700,0.7,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.0265537864682814,0.026553786019378058,-4.4890334456004443e-10,-1.6905436273084717e-06,-149.8310520004165,-149.8310508725572,1.1278592944818973e-06,0.0004985702333045014,0.0026553063419494623,1,0.0563999408038442,0.056399940013356645,-7.904875552419179e-10,-1.4015751559348644e-06,-5.439853048332393e-07,4.945059426007366e-07,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
mixed_m2_w0.850,0.85,four_event_lifted_block,6144,1024,1536,256,5e-14,5e-12,0.0263070465655167,0.026307046409211214,-1.5630548642056927e-10,-5.941582448265592e-07,-74.82033331842165,-74.82033322680178,9.161987237623652e-08,0.0005251292149417123,0.0028229879635095984,1,0.05167833191199141,0.05167833117458922,-7.374021911751155e-10,-1.4269078807416236e-06,-2.3699170409126787e-07,4.816368931700299e-07,1,frequency_response,Mixed,m2_alt,one_phase,m2_alt
